Mean 1:, 33.420000000000044
Mean 2:, 33.82000000000005
Mean 3:, 35.96000000000003
Mean 4:, 33.420000000000044
Mean 5:, 33.05999999999995
Mean 6:, 33.46000000000003
Mean 7:, 36.01999999999999
Mean 8:, 36.32000000000006
Mean 9:, 36.340000000000046
Mean 10:, 36.01999999999999
Mean 11:, 36.380000000000074
Mean 12:, 36.96000000000003
Mean 13:, 36.26000000000009
Mean 14:, 38.659999999999954
Mean 15:, 36.28000000000007
Mean 16:, 37.599999999999945
Mean 17:, 38.44000000000005
Mean 18:, 36.30000000000006
Mean 19:, 38.360000000000035
Mean 20:, 38.360000000000035
Mean 21:, 38.5
Mean 22:, 38.659999999999954
Mean 23:, 38.360000000000035
Mean 24:, 38.820000000000064
Mean 25:, 38.820000000000064
Mean 26:, 39.119999999999926
Mean 27:, 38.659999999999954
Mean 28:, 38.820000000000064
Mean 29:, 39.30000000000007
Mean 30:, 38.880000000000074
Mean 31:, 38.880000000000074
Mean 32:, 38.880000000000074
Mean 33:, 38.46000000000003
Mean 34:, 39.19999999999993
Mean 35:, 39.50000000000001
Mean 36:, 39.57999999999995
Mean 37:, 39.48000000000001
Mean 38:, 39.84000000000005
Mean 39:, 39.780000000000086
Mean 40:, 39.69999999999993
Mean 41:, 39.94000000000005
Mean 42:, 39.94000000000005
Mean 43:, 39.96000000000003
Mean 44:, 40.59999999999994
Mean 45:, 40.5
Mean 46:, 40.739999999999895
Mean 47:, 41.280000000000086
Mean 48:, 41.280000000000086
Mean 49:, 40.94000000000005
Mean 50:, 41.09999999999994
Mean 51:, 40.61999999999992
Mean 52:, 41.01999999999999
Mean 53:, 41.280000000000086
Mean 54:, 41.40000000000006
Mean 55:, 41.67999999999993
Mean 56:, 41.05999999999995
Mean 57:, 41.280000000000086
Mean 58:, 43.099999999999945
Mean 59:, 41.09999999999994
Mean 60:, 42
Mean 61:, 42.03999999999997
Mean 62:, 42.15999999999995
Mean 63:, 42.03999999999997
Mean 64:, 40.86000000000004
Mean 65:, 42.03999999999997
Mean 66:, 42.15999999999995
Mean 67:, 42.98
Mean 68:, 42.03999999999997
Mean 69:, 43.099999999999945
Mean 70:, 41.760000000000105
Mean 71:, 43.099999999999945
Mean 72:, 44.28000000000007
Mean 73:, 43.21999999999992
Mean 74:, 43.099999999999945
Mean 75:, 43.099999999999945
Mean 76:, 43.099999999999945
Mean 77:, 43.48
Mean 78:, 43.38000000000008
Mean 79:, 43.61999999999992
Mean 80:, 44.28000000000007
Mean 81:, 43.46000000000003
Mean 82:, 42.13999999999996
Mean 83:, 44.67999999999995
Mean 84:, 44.30000000000008
Mean 85:, 44.67999999999995
Mean 86:, 44.28000000000007
Mean 87:, 45.47999999999998
Mean 88:, 43.15999999999995
Mean 89:, 44.69999999999992
Mean 90:, 44.67999999999995
Mean 91:, 44.67999999999995
Mean 92:, 44.61999999999992
Mean 93:, 45.47999999999998
Mean 94:, 44.17999999999995
Mean 95:, 45.47999999999998
Mean 96:, 45.59999999999997
Mean 97:, 45.19999999999992
Mean 98:, 45.47999999999998
Mean 99:, 45.420000000000044
Mean 100:, 43.88000000000008
Mean 101:, 45.59999999999997
Mean 102:, 45.59999999999997
Mean 103:, 45.59999999999997
Mean 104:, 45.11999999999992
Mean 105:, 45.47999999999998
Mean 106:, 45.59999999999997
Mean 107:, 46.71999999999995
Mean 108:, 45.76000000000012
Mean 109:, 46.56
Mean 110:, 46.71999999999995
Mean 111:, 46.71999999999995
Mean 112:, 46.71999999999995
Mean 113:, 46.61999999999992
Mean 114:, 46.76000000000012
Mean 115:, 46.76000000000012
Mean 116:, 46.71999999999995
Mean 117:, 46.71999999999995
Mean 118:, 46.71999999999995
Mean 119:, 46.69999999999991
Mean 120:, 46.71999999999995
Mean 121:, 47.780000000000044
Mean 122:, 44.47999999999999
Mean 123:, 46.73999999999988
Mean 124:, 47.65999999999994
Mean 125:, 46.820000000000036
Mean 126:, 46.80000000000009
Mean 127:, 46.76000000000012
Mean 128:, 47.780000000000044
Mean 129:, 47.86
Mean 130:, 47.780000000000044
Mean 131:, 47.780000000000044
Mean 132:, 47.900000000000006
Mean 133:, 47.86
Mean 134:, 47.900000000000006
Mean 135:, 47.86
Mean 136:, 47.86
Mean 137:, 47.900000000000006
Mean 138:, 47.86
Mean 139:, 47.82000000000002
Mean 140:, 47.979999999999954
Mean 141:, 47.900000000000006
Mean 142:, 47.900000000000006
Mean 143:, 46.34000000000006
Mean 144:, 47.900000000000006
Mean 145:, 48.099999999999994
Mean 146:, 46.69999999999991
Mean 147:, 47.900000000000006
Mean 148:, 47.979999999999954
Mean 149:, 48.099999999999994
Mean 150:, 47.979999999999954
Mean 151:, 47.979999999999954
Mean 152:, 47.30000000000009
Mean 153:, 47.67999999999998
Mean 154:, 48.020000000000046
Mean 155:, 47.979999999999954
Mean 156:, 48.099999999999994
Mean 157:, 47.979999999999954
Mean 158:, 47.979999999999954
Mean 159:, 48
Mean 160:, 48.19999999999991
Mean 161:, 47.979999999999954
Mean 162:, 48.19999999999991
Mean 163:, 48.23999999999988
Mean 164:, 48.19999999999991
Mean 165:, 48.099999999999994
Mean 166:, 48.19999999999991
Mean 167:, 48.23999999999988
Mean 168:, 48.19999999999991
Mean 169:, 48.19999999999991
Mean 170:, 49.15999999999994
Mean 171:, 48.23999999999988
Mean 172:, 47.73999999999988
Mean 173:, 48.9
Mean 174:, 49.239999999999874
Mean 175:, 47.900000000000006
Mean 176:, 49.15999999999994
Mean 177:, 49.15999999999994
Mean 178:, 49.239999999999874
Mean 179:, 49.15999999999994
Mean 180:, 49.280000000000044
Mean 181:, 49.15999999999994
Mean 182:, 49.30000000000009
Mean 183:, 49.30000000000009
Mean 184:, 47.61999999999992
Mean 185:, 46.96000000000003
Mean 186:, 49.30000000000009
Mean 187:, 49.30000000000009
Mean 188:, 49.30000000000009
Mean 189:, 49.15999999999994
Mean 190:, 49.97999999999993
Mean 191:, 50.19999999999991
Mean 192:, 50.340000000000074
Mean 193:, 50.19999999999991
Mean 194:, 50.30000000000009
Mean 195:, 50.340000000000074
Mean 196:, 50.340000000000074
Mean 197:, 50.340000000000074
Mean 198:, 50.340000000000074
Mean 199:, 50.340000000000074
Mean 200:, 50.340000000000074
Mean 201:, 50.340000000000074
Mean 202:, 50.07999999999995
Mean 203:, 50.340000000000074
Mean 204:, 50.340000000000074
Mean 205:, 50.340000000000074
Mean 206:, 50.340000000000074
Mean 207:, 49.739999999999874
Mean 208:, 50.38000000000008
Mean 209:, 50.340000000000074
Mean 210:, 50.38000000000008
Mean 211:, 50.38000000000008
Mean 212:, 49.739999999999874
Mean 213:, 51.46000000000003
Mean 214:, 50.340000000000074
Mean 215:, 50.38000000000008
Mean 216:, 48.38000000000008
Mean 217:, 49.96000000000003
Mean 218:, 51.46000000000003
Mean 219:, 50.38000000000008
Mean 220:, 50.38000000000008
Mean 221:, 50.340000000000074
Mean 222:, 51.46000000000003
Mean 223:, 50.46000000000003
Mean 224:, 51.340000000000074
Mean 225:, 51.46000000000003
Mean 226:, 50.14000000000002
Mean 227:, 51.46000000000003
Mean 228:, 50.42000000000005
Mean 229:, 51.46000000000003
Mean 230:, 52.479999999999926
Mean 231:, 51.46000000000003
Mean 232:, 51.46000000000003
Mean 233:, 51.46000000000003
Mean 234:, 50.939999999999955
Mean 235:, 51.46000000000003
Mean 236:, 52.479999999999926
Mean 237:, 51.46000000000003
Mean 238:, 51.46000000000003
Mean 239:, 52.479999999999926
Mean 240:, 52.479999999999926
Mean 241:, 51.46000000000003
Mean 242:, 52.479999999999926
Mean 243:, 51.520000000000074
Mean 244:, 51.46000000000003
Mean 245:, 51.46000000000003
Mean 246:, 51.46000000000003
Mean 247:, 52.479999999999926
Mean 248:, 51.520000000000074
Mean 249:, 52.53999999999997
Mean 250:, 52.479999999999926
Mean 251:, 52.239999999999874
Mean 252:, 52.53999999999997
Mean 253:, 52.06000000000004
Mean 254:, 52.35999999999997
Mean 255:, 51.14000000000002
Mean 256:, 53.5
Mean 257:, 51.340000000000074
Mean 258:, 52.479999999999926
Mean 259:, 53.5
Mean 260:, 52.53999999999997
Mean 261:, 53.5
Mean 262:, 53.5
Mean 263:, 53.5
Mean 264:, 53.39999999999997
Mean 265:, 53.5
Mean 266:, 53.5
Mean 267:, 53.5
Mean 268:, 53.5
Mean 269:, 53.5
Mean 270:, 53.5
Mean 271:, 52.260000000000126
Mean 272:, 53.560000000000045
Mean 273:, 53.11999999999992
Mean 274:, 52.35999999999997
Mean 275:, 53.5
Mean 276:, 53.560000000000045
Mean 277:, 54.520000000000095
Mean 278:, 54.520000000000095
Mean 279:, 54.520000000000095
Mean 280:, 54.31999999999998
Mean 281:, 54.520000000000095
Mean 282:, 54.38000000000008
Mean 283:, 53.43999999999994
Mean 284:, 54.520000000000095
Mean 285:, 53.439999999999934
Mean 286:, 54.520000000000095
Mean 287:, 54.520000000000095
Mean 288:, 53.280000000000015
Mean 289:, 55.61999999999992
Mean 290:, 54.57999999999995
Mean 291:, 54.10000000000004
Mean 292:, 54.42000000000005
Mean 293:, 53.89999999999996
Mean 294:, 54.57999999999995
Mean 295:, 54.42000000000005
Mean 296:, 55.53999999999997
Mean 297:, 55.60000000000005
Mean 298:, 54.219999999999985
Mean 299:, 54.85999999999995
Mean 300:, 55.61999999999992
Mean 301:, 54.60000000000004
Mean 302:, 55.61999999999992
Mean 303:, 54.53999999999997
Mean 304:, 55.60000000000005
Mean 305:, 55.61999999999992
Mean 306:, 55.61999999999992
Mean 307:, 55.61999999999992
Mean 308:, 55.61999999999992
Mean 309:, 55.61999999999992
Mean 310:, 55.61999999999992
Mean 311:, 55.61999999999992
Mean 312:, 55.61999999999992
Mean 313:, 55.61999999999992
Mean 314:, 55.61999999999992
Mean 315:, 55.61999999999992
Mean 316:, 54.340000000000074
Mean 317:, 55.61999999999992
Mean 318:, 54.31999999999998
Mean 319:, 55.61999999999992
Mean 320:, 53.92000000000005
Mean 321:, 55.61999999999992
Mean 322:, 55.61999999999992
Mean 323:, 55.61999999999992
Mean 324:, 54.60000000000004
Mean 325:, 53.49999999999999
Mean 326:, 55.61999999999992
Mean 327:, 54.23999999999987
Mean 328:, 55.61999999999992
Mean 329:, 54.49999999999999
Mean 330:, 54.23999999999987
Mean 331:, 55.61999999999992
Mean 332:, 55.61999999999992
Mean 333:, 55.61999999999992
Mean 334:, 55.61999999999992
Mean 335:, 55.61999999999992
Mean 336:, 54.260000000000126
Mean 337:, 55.61999999999992
Mean 338:, 55.61999999999992
Mean 339:, 55.61999999999992
Mean 340:, 55.61999999999992
Mean 341:, 55.61999999999992
Mean 342:, 55.61999999999992
Mean 343:, 55.61999999999992
Mean 344:, 55.61999999999992
Mean 345:, 55.61999999999992
Mean 346:, 54.23999999999987
Mean 347:, 54.06000000000006
